Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,Year,Spotify Streams (Millions)
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,2024-05-10,377,79.4,250080413.0,2711.0,4839848.0,,2024,250.080413
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,2021-10-08,691,58.1,248749251.0,103369.0,11693843.0,61.0,2021,248.749251
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,913,50.5,247682011.0,67166.0,13150883.0,72.0,2023,247.682011
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,2024-01-07,113,144.0,247399972.0,22222.0,13870528.0,80.0,2024,247.399972
RUBICON,Gï¿½ï¿½N,Peso Pluma,2023-06-22,844,52.9,246224964.0,23436.0,13507680.0,73.0,2023,246.224964
Wish You The Best,Wish You The Best,Lewis Capaldi,2023-04-14,701,57.8,245513981.0,37111.0,22160670.0,71.0,2023,245.513981
Die Young (feat. 347aidan),Die Young (feat. 347aidan),Sleepy Hallow,2022-05-25,"1,464",38.3,245406516.0,75951.0,9524862.0,60.0,2022,245.406516
She Had Me At Heads Carolina,Stereotype,Cole Swindell,2022-04-08,"1,007",47.9,244709550.0,33533.0,14159174.0,69.0,2022,244.70955
Nxde,I love,(G)I-DLE,2022-10-17,"1,969",32.5,242708368.0,24028.0,7729486.0,66.0,2022,242.708368
ecstacy (slowed),ecstacy (slowed),SUICIDAL-IDOL,2023-06-06,949,49.3,242661037.0,43999.0,9893510.0,74.0,2023,242.661037
Private Landing (feat. Justin Bieber & Future),Private Landing (feat. Justin Bieber & Future),Don Toliver,2023-02-23,"1,599",36.7,242528711.0,57228.0,39892662.0,72.0,2023,242.528711
LOU LOU,LOU LOU - Single,Gabito Ballesteros,2023-10-21,"1,926",33.0,242519709.0,18760.0,16688762.0,,2023,242.519709
Essence (feat. Tems),Essence (feat. Tems),Wizkid,2020-10-28,893,51.0,242254880.0,85783.0,13563028.0,66.0,2020,242.25488
Lil Boo Thang,Lil Boo Thang,Paul Russell,2023-08-18,102,152.1,242070373.0,37170.0,74130983.0,76.0,2023,242.070373
Talk,Talk,Yeat,2022-09-02,"1,229",42.7,242057987.0,77898.0,8717113.0,67.0,2022,242.057987
Hrs and Hrs,Public Displays of Affection,Muni Long,2021-11-19,551,65.3,241632869.0,58384.0,11312967.0,67.0,2021,241.632869
Khairiyat,Chhichhore,Arijit Singh,2019-08-31,"1,587",36.8,240571166.0,23561.0,8550167.0,65.0,2019,240.571166
World Hold On - FISHER Rework,World Hold On (feat. Steve Edwards) [FISHER Rework] - Single,Bob Sinclar,2022-07-08,"1,592",36.7,240482615.0,97818.0,33219102.0,62.0,2022,240.482615
S91,S91,KAROL G,2023-07-14,840,53.0,240161044.0,22270.0,15087485.0,64.0,2023,240.161044
GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello),Mï¿½ï¿½ne,2023-01-13,"1,925",33.0,239288183.0,42084.0,9541843.0,71.0,2023,239.288183
NIGHT DANCER,NIGHT DANCER - Single,imase,2022-08-19,"1,045",46.9,239149370.0,46984.0,6134615.0,67.0,2022,239.14937
Pipoco,Pipoco,Ana Castela,2022-05-20,"1,794",34.4,238890270.0,27066.0,8621319.0,60.0,2022,238.89027
POLARIS - Remix,POLARIS (Remix),SAIKO,2023-06-08,"1,749",34.9,238718077.0,44094.0,17083557.0,69.0,2023,238.718077
Niï¿½ï¿½a Bo,Niï¿½ï¿½a Bo,Feid,2023-04-21,"1,508",37.8,237741410.0,39503.0,20043997.0,61.0,2023,237.74141
Pehle Bhi Main,ANIMAL,Vishal Mishra,2023-11-24,"1,111",45.2,235472222.0,10873.0,14151452.0,77.0,2023,235.472222
Calling (feat. A Boogie wit da Hoodie) [Spider-Man: Across the Spider-Verse],METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,"1,120",44.9,234350961.0,56138.0,13361149.0,69.0,2023,234.350961
ETA,NewJeans 2nd EP 'Get Up',NewJeans,2023-07-21,"1,038",47.1,234215735.0,20419.0,7910753.0,74.0,2023,234.215735
Belong Together,Belong Together - Single,Mark Ambor,2024-02-16,592,62.4,233969547.0,19001.0,153692182.0,87.0,2024,233.969547
INFERNO,INFERNO,Sub Urban,2021-08-13,"1,730",35.1,233661226.0,44552.0,8372930.0,60.0,2021,233.661226
Next Thing You Know,Next Thing You Know,Jordan Davis,2022-08-12,"1,642",36.1,233212999.0,26694.0,14934201.0,71.0,2022,233.212999
Youï¿½ï¿½ï¿½re Mines Still (feat.,Youï¿½ï¿½ï¿½re Mines Still (feat.,Yung Bleu,2020-10-15,"1,075",46.1,233139871.0,77694.0,13955396.0,63.0,2020,233.139871
Overdrive (feat. Norma Jean Martine),Overdrive (feat. Norma Jean Martine),Ofenbach,2023-10-06,437,73.6,232417498.0,20983.0,96389865.0,80.0,2023,232.417498
TUS Lï¿½ï¿½GR,Microdosis,Mora,2022-04-01,"1,862",33.7,231258162.0,42133.0,12601998.0,64.0,2022,231.258162
Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,2023-05-11,134,129.6,230849195.0,23091.0,12233221.0,64.0,2023,230.849195
First Love,First Love - Single,Oscar Maydon,2023-12-07,825,53.3,230291754.0,11519.0,61076412.0,78.0,2023,230.291754
Heaven,Heaven,Niall Horan,2023-02-17,"1,784",34.5,229993968.0,29447.0,13951617.0,68.0,2023,229.993968
Jiwa Yang Bersedih,Jiwa Yang Bersedih - Single,Ghea Indrawari,2023-05-18,987,48.4,229120157.0,11931.0,7972917.0,69.0,2023,229.120157
Area Codes,Area Codes,Kaliii,2023-03-17,"1,220",42.8,228240866.0,33819.0,27729274.0,68.0,2023,228.240866
FINA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,"1,398",39.6,226576178.0,32219.0,19829075.0,78.0,2023,226.576178
Desire (with Sam Smith),Desire (with Sam Smith),Calvin Harris,2023-07-28,561,64.2,226519256.0,43558.0,87204848.0,75.0,2023,226.519256
O Me Voy O Te Vas,O Me Voy O Te Vas,Natanael Cano,2023-10-11,692,58.0,226233020.0,14009.0,22457916.0,77.0,2023,226.23302
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",Sachin-Jigar,2023-05-16,"1,379",39.8,226109929.0,11941.0,13056935.0,66.0,2023,226.109929
Religiously,Religiously,Bailey Zimmerman,2023-03-17,"1,178",43.7,225556005.0,25164.0,10017767.0,73.0,2023,225.556005
What My World Spins Around,What My World Spins Around,Jordan Davis,2022-05-27,"1,769",34.6,225128269.0,23133.0,12193936.0,71.0,2022,225.128269
LOVELY BASTARDS,LOVELY BASTARDS,ZWE1HVNDXR,2023-08-25,594,62.2,224798632.0,37906.0,25613376.0,,2023,224.798632
Reggaeton Champagne,Kittyponeo,Bellakath,2023-10-05,421,75.1,224429894.0,17159.0,11316048.0,,2023,224.429894
DARARI,THE SECOND STEP : CHAPTER ONE,TREASURE,2022-02-15,"1,396",39.7,224285122.0,23891.0,5328396.0,63.0,2022,224.285122
"Young Miko: Bzrp Music Sessions, Vol. 58","Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,2024-01-10,398,76.6,224033701.0,20266.0,25455662.0,,2024,224.033701
Emiliana,Emiliana,CKay,2021-12-03,"1,595",36.7,223634694.0,85051.0,6093468.0,62.0,2021,223.634694
Komet,Komet,Udo Lindenberg,2023-01-19,"1,796",34.3,223211332.0,47584.0,5249832.0,68.0,2023,223.211332
GOOD LOYAL THOTS,GOOD LOYAL THOTS,Odetari,2023-03-15,"1,734",35.0,222975417.0,36832.0,6604256.0,71.0,2023,222.975417
Faz um Vuk Vuk (Teto Espelhado),Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris,2023-07-20,"1,145",44.4,222879686.0,26854.0,23489333.0,68.0,2023,222.879686
One Of Your Girls,Something To Give Each Other,Troye Sivan,2023-10-13,"1,443",38.7,222373201.0,24491.0,38080713.0,,2023,222.373201
Whatever,Whatever,Kygo,2024-01-19,196,109.0,222354971.0,17551.0,159961203.0,83.0,2024,222.354971
BIPOLAR,BIPOLAR,Peso Pluma,2023-09-07,"1,169",43.9,222295526.0,18049.0,13695569.0,,2023,222.295526
LUNCH,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,13,316.3,221636195.0,13800.0,197280692.0,92.0,2024,221.636195
Hey Driver (feat. The War and Treaty),Hey Driver (feat. The War and Treaty),Zach Bryan,2023-08-24,"1,552",37.2,221575551.0,30798.0,7204607.0,78.0,2023,221.575551
OKI DOKI,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,"1,557",37.2,221406245.0,13588.0,28740850.0,72.0,2023,221.406245
Ojitos Rojos,Ojitos Rojos - Single,Grupo Frontera,2023-07-21,712,57.5,221287566.0,20975.0,10461108.0,70.0,2023,221.287566
if u think i'm pretty,if u think i'm pretty,Artemas,2023-10-24,"1,212",43.0,219995278.0,26538.0,17112526.0,78.0,2023,219.995278
Gatita,Gatita,Bellakath,2022-10-05,"1,184",43.6,218661601.0,25714.0,8048259.0,57.0,2022,218.661601
Tu hai kahan,Tu hai kahan,AUR,2023-06-10,"1,472",38.2,218471293.0,16445.0,7312501.0,72.0,2023,218.471293
Go Down Deh (feat. Shaggy and Sean Paul),Go Down Deh (feat. Shaggy and Sean Paul),Spice,2021-04-30,993,48.2,218431985.0,56998.0,7122424.0,61.0,2021,218.431985
No_se_ve.mp3,No_se_ve.mp3 - Single,Emilia,2023-05-03,"1,025",47.4,218340846.0,30667.0,18842918.0,64.0,2023,218.340846
"Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,2022-12-12,574,63.5,218291402.0,10974.0,8344652.0,66.0,2022,218.291402
Bailando - English Version,S** AND LOVE,Enrique Iglesias,2014-01-01,"1,289",41.5,218205900.0,28233.0,7288674.0,50.0,2014,218.2059
Substitution,Substitution,Purple Disco Machine,2023-03-30,737,56.4,218035732.0,36861.0,48220875.0,72.0,2023,218.035732
Love Again,Love Again,The Kid LAROI,2023-01-27,"1,342",40.6,215466975.0,44476.0,12164093.0,62.0,2023,215.466975
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,2023-08-11,312,86.5,214598468.0,66613.0,6363839.0,74.0,2023,214.598468
"Satranga (From ""Animal"")","Satranga (From ""Animal"") - Single",Arijit Singh,2023-10-28,690,58.2,214352397.0,9450.0,15024564.0,76.0,2023,214.352397
BIRDS OF A FEATHER,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,41,212.8,214237645.0,10871.0,202626837.0,92.0,2024,214.237645
Quï¿½ï¿½ Onda Per,Quï¿½ï¿½ Onda Per,Grupo Firme,2023-03-30,852,52.6,213405904.0,17694.0,13723182.0,70.0,2023,213.405904
Si Una Vez (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,425,74.7,212272036.0,13.0,76963.0,,2024,212.272036
Back On 74,Back On 74,Jungle,2023-07-28,702,57.8,212122034.0,61462.0,73347896.0,80.0,2023,212.122034
Cupid,The Beginning: Cupid - Single,FIFTY FIFTY,2023-02-24,"1,256",42.2,212084990.0,34632.0,4625072.0,37.0,2023,212.08499
Style (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,"1,551",37.3,211462881.0,15136.0,20309268.0,,2023,211.462881
En la Intimidad,En la Intimidad,Big One,2023-02-01,890,51.2,210712407.0,24033.0,7343818.0,65.0,2023,210.712407
Super,ııııııııı ıııııı10ııı 'FML' - EP,SEVENTEEN,2023-04-24,"1,839",33.9,210481840.0,14690.0,8191208.0,67.0,2023,210.48184
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,504,68.7,210385853.0,5179.0,38317286.0,80.0,2024,210.385853
Solteiro Forï¿½ï¿½ado - (Boiadeira Internacio,Solteiro Forï¿½ï¿½ado (Boiadeira Internacio,Ana Castela,2023-07-07,"1,051",46.8,210195998.0,10723.0,12965116.0,65.0,2023,210.195998
Mahiye Jinna Sohna,Mahiye Jinna Sohna,Darshan Raval,2023-06-22,"1,823",34.1,208410725.0,14238.0,8924766.0,66.0,2023,208.410725
S-Class,5-STAR,Stray Kids,2023-06-02,"1,465",38.3,207857363.0,14268.0,6924859.0,70.0,2023,207.857363
Alucin,Alucin,Eugenio Esquivel,2023-11-17,"1,242",42.5,207103587.0,16933.0,25825570.0,,2023,207.103587
Whatever She Wants,Whatever She Wants,Bryson Tiller,2024-02-13,197,108.4,207093873.0,23181.0,114051028.0,87.0,2024,207.093873
Una Foto Remix (feat. Emilia),Una Foto Remix (feat. Emilia),Mesita,2024-01-05,"1,181",43.7,206001461.0,15932.0,35397476.0,78.0,2024,206.001461
Single Soon,Single Soon,Selena Gomez,2023-08-25,538,66.2,205555865.0,18831.0,38391532.0,70.0,2023,205.555865
Used To Be Young,Endless Summer Vacation,Miley Cyrus,2023-08-18,227,102.4,205468104.0,30639.0,39407660.0,69.0,2023,205.468104
Type Shit,WE DON'T TRUST YOU,Future,2024-03-22,107,148.1,205206688.0,28064.0,84737651.0,84.0,2024,205.206688
Home,Home - Single,Good Neighbours,2024-01-17,911,50.6,205068203.0,19044.0,62137392.0,,2024,205.068203
Regalo De Dios,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,2023-11-17,498,68.9,205050873.0,6236.0,32107085.0,81.0,2023,205.050873
STAYING ALIVE (feat. Drake & Lil Baby),STAYING ALIVE (feat. Drake & Lil Baby) - Single,DJ Khaled,2022-08-05,"1,586",36.8,204471704.0,72788.0,16063916.0,55.0,2022,204.471704
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Tere Vaaste (From ""Zara Hatke Zara Bachke"")",Varun Jain,2023-05-22,961,49.2,203379355.0,14067.0,8370027.0,63.0,2023,203.379355
Corazï¿½ï¿½n Roto - R,Corazï¿½ï¿½n Roto (Re,Brray,2023-04-07,931,49.9,203212015.0,36459.0,13719365.0,67.0,2023,203.212015
Slow It Down,Slow It Down,Benson Boone,2024-03-22,294,89.4,202667139.0,11945.0,116623933.0,85.0,2024,202.667139
CRAZYZ,Pa las Baby's Y Belikeada,Fuerza Regida,2023-10-20,"1,314",41.1,202633616.0,12683.0,18918954.0,78.0,2023,202.633616
Slime You Out (feat. SZA),Slime You Out,Drake,2023-09-15,696,57.9,202169670.0,54946.0,23594885.0,,2023,202.16967
Bamba (feat. Aitch & BIA),Bamba (feat. Aitch & BIA),Luciano,2022-09-22,"1,723",35.2,201638049.0,82200.0,8134899.0,62.0,2022,201.638049
Thank You (Not So Bad),Thank You (Not So Bad),Dimitri Vegas & Like Mike,2023-12-01,838,53.1,200151839.0,32776.0,133835796.0,82.0,2023,200.151839
Back That Azz Up (feat. Lil Wayne & Mannie Fresh),400 Degreez (Deluxe Edition),JUVENILE,2024-03-29,65,181.4,199929812.0,4.0,98.0,,2024,199.929812
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,"1,504",37.8,199846893.0,53777.0,10893828.0,69.0,2023,199.846893
GMFU (w/ 6arelyhuman),GMFU (w/ 6arelyhuman),Odetari,2023-07-26,"1,503",37.8,199444237.0,31285.0,5660364.0,72.0,2023,199.444237
Pacas De Billetes,Pacas De Billetes,Natanael Cano,2023-05-01,"1,634",36.2,199378491.0,20550.0,7148639.0,66.0,2023,199.378491
Drama,Drama - The 4th Mini Album,aespa,2023-11-10,634,60.4,198043685.0,11991.0,12559068.0,78.0,2023,198.043685
FRI(END)S,FRI(END)S,V,2024-03-15,"1,203",43.2,196612187.0,3800.0,44868049.0,85.0,2024,196.612187
TOPIA TWINS,UTOPIA,Travis Scott,2023-07-28,898,50.9,196369387.0,70723.0,12274321.0,74.0,2023,196.369387
El Chico Del Apartamento 512 - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,"1,174",43.8,195435575.0,15.0,74994.0,,2024,195.435575
TRUCK BED,TRUCK BED,HARDY,2022-10-10,"1,699",35.4,194689239.0,25411.0,8624258.0,73.0,2022,194.689239
5 Foot 9,5 Foot 9,Tyler Hubbard,2022-05-20,"1,742",34.9,193680404.0,27754.0,13141220.0,65.0,2022,193.680404
PAINTING PICTURES,5LBS OF PRESSURE,Superstar Pride,2022-10-20,777,54.9,193109326.0,76047.0,4765141.0,8.0,2022,193.109326
Casanova,Casanova,Soolking,2023-07-06,649,59.5,191488217.0,46669.0,12795882.0,72.0,2023,191.488217
Deli,Like..? Deluxe (Apple Music Edition),Ice Spice,2023-01-20,"1,659",35.9,190497384.0,30799.0,19538464.0,70.0,2023,190.497384
In Ha Mood,In Ha Mood,Ice Spice,2023-01-06,"1,234",42.7,190126590.0,39734.0,15519701.0,63.0,2023,190.12659
Son Of A Sinner,Ballads Of The Broken,Jelly Roll,2021-09-17,"1,773",34.6,189577521.0,32091.0,3315491.0,70.0,2021,189.577521
Still With You,Still With You,Jung Kook,2020-06-05,"1,610",36.5,188249146.0,18003.0,4851271.0,72.0,2020,188.249146
Tï¿½ï¿½,Dolido Pero No Arrepentido - EP,Fuerza Regida,2024-02-09,531,66.7,188154454.0,6068.0,47264152.0,82.0,2024,188.154454
Where the Wild Things Are,Gettin' Old,Luke Combs,2023-03-24,"1,701",35.4,188142444.0,23954.0,22829582.0,80.0,2023,188.142444
BABY OTAKU,BABY OTAKU,Pablito Pesadilla,2022-08-18,"1,640",36.1,187646063.0,31155.0,5507531.0,58.0,2022,187.646063
REINA,ESTRELLA,Mora,2023-08-28,"1,706",35.4,187631508.0,34204.0,17653536.0,,2023,187.631508
Pobre Corazï¿½,Pobre Corazï¿½ï¿½n (En Vivo) [feat. Onda Sabanera] - Si,Ke Personajes,2023-03-02,965,49.2,187127704.0,18938.0,5235073.0,65.0,2023,187.127704
Favorite Song,Favorite Song,Toosii,2023-02-17,235,101.4,186579651.0,45668.0,6252506.0,62.0,2023,186.579651
Modo DND,Modo DND,Xavi,2023-10-28,"1,437",38.8,186482379.0,11318.0,9655843.0,,2023,186.482379
Mele Kalikimaka,"Essential Classics, Vol. 166: Bing Crosby",Bing Crosby,2024-06-05,237,101.3,186123398.0,52.0,50069.0,,2024,186.123398
Bijlee Bijlee,Bijlee Bijlee - Single,Harrdy Sandhu,2021-10-30,"1,832",34.0,185690034.0,20169.0,4249749.0,62.0,2021,185.690034
LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade,LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade,Odetari,2023-05-17,"1,848",33.8,184630078.0,29450.0,3853996.0,69.0,2023,184.630078
La_Original.mp3,La_Original.mp3,Emilia,2023-11-02,829,53.3,184441175.0,17845.0,26300966.0,73.0,2023,184.441175
What If,What If,Johnny Orlando,2018-05-18,"1,707",35.4,183453795.0,33551.0,4047671.0,57.0,2018,183.453795
Elvira,Elvira,Oscar Maydon,2023-12-20,"1,255",42.3,183146334.0,8183.0,47711465.0,81.0,2023,183.146334
You & Me,JENNIE Special Single [You & Me],JENNIE,2023-10-06,914,50.5,183134509.0,12210.0,12194109.0,,2023,183.134509
Zona De Perigo,Zona De Perigo,Leo Santana,2022-12-08,"1,764",34.7,182793453.0,18476.0,8152728.0,61.0,2022,182.793453
Daqui pra Sempre,Daqui pra Sempre,Manu,2023-09-22,514,68.0,181784966.0,12794.0,30495153.0,76.0,2023,181.784966
"Milo J: Bzrp Music Sessions, Vol. 57",en dormir sin Madrid,Bizarrap,2023-10-03,970,49.0,181516735.0,25092.0,10823656.0,,2023,181.516735
Husn,Husn,Anuv Jain,2023-12-01,"1,023",47.5,181457783.0,12424.0,10746664.0,74.0,2023,181.457783
Stumblin' In,Stumblin' In,CYRIL,2023-11-10,394,76.9,180784576.0,22208.0,150873146.0,83.0,2023,180.784576
Angel Numbers / Ten Toes,11:11,Chris Brown,2023-11-10,419,75.1,179565178.0,40225.0,15526253.0,75.0,2023,179.565178
Cabaï¿½,Cabaï¿½,El Jordan 23,2023-06-24,"1,646",36.0,179452105.0,24120.0,19728658.0,72.0,2023,179.452105
OA,OA,Anuel AA,2023-10-13,827,53.3,178950943.0,29895.0,35946086.0,80.0,2023,178.950943
DENTRO DA HILUX,DENTRO DA HILUX - Single,Luan Pereira,2023-08-24,888,51.2,178699480.0,14552.0,18055636.0,24.0,2023,178.69948
Axel F,Best of Crazy Hits,Crazy Frog,2009-12-11,"1,134",44.7,178536020.0,870.0,142649.0,30.0,2009,178.53602
SPECIALZ,SPECIALZ,King Gnu,2023-09-01,585,62.8,178413226.0,22972.0,6194085.0,78.0,2023,178.413226
DE LUNES A LUNES,DE LUNES A LUNES - Single,Manuel Turizo,2023-08-24,"1,856",33.7,178247858.0,12797.0,13650757.0,73.0,2023,178.247858
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,2024-04-05,363,80.2,176290078.0,13470.0,157502211.0,87.0,2024,176.290078
"So Long, London",THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,"1,008",47.8,175613480.0,4454.0,20883678.0,84.0,2024,175.61348
the boy is mine,eternal sunshine,Ariana Grande,2024-03-08,752,56.0,175336290.0,8386.0,79812251.0,80.0,2024,175.33629
Man Made A Bar (feat. Eric Church),One Thing At A Time,Morgan Wallen,2023-03-03,"1,824",34.0,175095439.0,21001.0,6637673.0,75.0,2023,175.095439
Ballena,Ballena,Vulgo FK,2023-07-13,"1,354",40.3,174583156.0,28303.0,9617276.0,66.0,2023,174.583156
Bipolar,Bipolar,Mc Davi,2021-04-09,"1,727",35.1,174403309.0,32650.0,7030076.0,52.0,2021,174.403309
Everything I Love,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,"1,722",35.2,173756454.0,32550.0,3744217.0,68.0,2023,173.756454
COCO LOCO,COCO LOCO - Single,Maluma,2023-06-08,"1,977",32.4,173609862.0,23712.0,20427970.0,63.0,2023,173.609862
Lottery (Renegade),Lottery,K CAMP,2019-04-01,808,54.0,173526912.0,28272.0,6607554.0,46.0,2019,173.526912
Jaded,Endless Summer Vacation,Miley Cyrus,2023-03-10,"1,197",43.3,173349210.0,22117.0,9481406.0,65.0,2023,173.34921
ııııııııııııııı,ııııııııııııııı,Tatsuya Kitani,2023-07-07,"1,669",35.7,173018759.0,22899.0,7048784.0,69.0,2023,173.018759
Corazï¿½ï¿½n de Pi,Corazï¿½ï¿½n de Piedra - Si,Xavi,2024-03-23,244,98.8,172164034.0,5517.0,48983734.0,82.0,2024,172.164034
Lut Gaye,Lut Gaye,Jubin Nautiyal,2021-02-17,751,56.1,171856399.0,16697.0,3873550.0,56.0,2021,171.856399
No Me Queda Mï¿½ï¿½s (Remasterizado 2024/30th Annivers,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,452,72.7,171242868.0,15.0,78253.0,,2024,171.242868
In A Minute,In A Minute,Lil Baby,2022-04-07,879,51.4,171118535.0,81407.0,13177118.0,57.0,2022,171.118535
Frozen,Frozen,Madonna,2021-12-03,"1,817",34.1,171060866.0,62420.0,13385720.0,62.0,2021,171.060866
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,2023-04-08,42,211.2,170970614.0,27827.0,5784546.0,41.0,2023,170.970614
Drugs From Amsterdam,Drugs From Amsterdam,Mau P,2022-08-17,"1,776",34.6,170829903.0,97012.0,41938004.0,68.0,2022,170.829903
Teenage Dream,Teenage Dream,Stephen Dawes,2022-06-02,"1,578",36.9,170404957.0,31472.0,6431843.0,64.0,2022,170.404957
Coal,Coal,Dylan Gossett,2023-07-27,"1,661",35.9,170200281.0,40016.0,15156630.0,2.0,2023,170.200281
CHIHIRO,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,79,167.8,169410711.0,11028.0,144854768.0,90.0,2024,169.410711
Te Lo Agradezco,Te Lo Agradezco,Kany Garcï¿½,2023-07-27,"1,258",42.2,169162533.0,9016.0,8885567.0,73.0,2023,169.162533
Me or Sum (feat. Future & Lil Baby),Me or Sum (feat. Future & Lil Baby) - Single,Nardo Wick,2021-11-29,"1,374",40.0,169074195.0,77071.0,7941140.0,59.0,2021,169.074195
Self Love (Spider-Man: Across the Spider-Verse),METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,"1,838",33.9,168713011.0,40836.0,5604951.0,68.0,2023,168.713011
euphoria,euphoria,Kendrick Lamar,2024-04-30,51,202.1,168434320.0,17168.0,62516401.0,86.0,2024,168.43432
Pedro,Pedro - Single,Jaxomy,2024-03-29,111,144.6,168145583.0,27654.0,159737263.0,85.0,2024,168.145583
Memory Reboot,Memory Reboot,Vï¿½,2023-01-13,679,58.6,168087455.0,33442.0,16618553.0,71.0,2023,168.087455
FTCU,Pink Friday 2,Nicki Minaj,2023-12-08,722,57.0,167977668.0,24101.0,35583769.0,,2023,167.977668
Tell Ur Girlfriend,Tell Ur Girlfriend,Lay Bankz,2024-02-07,730,56.7,167431139.0,10335.0,116287670.0,90.0,2024,167.431139
Need A Favor,NEED A FAVOR,Jelly Roll,2022-12-09,533,66.5,166866092.0,26335.0,16587886.0,73.0,2022,166.866092
Toca o Trompete,Cadï¿½ï¿½ o After? P,Felipe Amorim,2023-07-21,"1,087",45.9,166784328.0,15122.0,14569377.0,66.0,2023,166.784328
